AALR3,Acao,,,teste
ABCB4,Acao,,,
ABEV3,Acao,,,
ADHM3,Acao,,,
AERI3,Acao,,,
AESB3,Acao,,,
AFLT3,Acao,,,
AGRO3,Acao,,,
AGXY3,Acao,,,
AHEB3,Acao,,,
AHEB5,Acao,,,
AHEB6,Acao,,,
ALLD3,Acao,,,
ALPA3,Acao,,,
ALPA4,Acao,,,
ALPK3,Acao,,,
ALSO3,Acao,,,
ALUP11,Acao,,,
ALUP3,Acao,,,
ALUP4,Acao,,,
AMAR3,Acao,,,
AMBP3,Acao,,,
AMER3,Acao,,,
ANIM3,Acao,,,
APER3,Acao,,,
ARML3,Acao,,,
ARZZ3,Acao,,,
ASAI3,Acao,,,
ATMP3,Acao,,,
ATOM3,Acao,,,
AURA33,Acao,,,
AURE3,Acao,,,
AVLL3,Acao,,,
AZEV3,Acao,,,
AZEV4,Acao,,,
AZUL4,Acao,,,
B3SA3,Acao,,,
BAHI3,Acao,,,
BALM3,Acao,,,
BALM4,Acao,,,
BAUH4,Acao,,,
BAZA3,Acao,,,
BBAS3,Acao,,,
BBDC3,Acao,,,
BBDC4,Acao,,,
BBSE3,Acao,,,
BDLL3,Acao,,,
BDLL4,Acao,,,
BEEF3,Acao,,,
BEES3,Acao,,,
BEES4,Acao,,,
BGIP3,Acao,,,
BGIP4,Acao,,,
BIOM3,Acao,,,
BLAU3,Acao,,,
BLUT3,Acao,,,
BLUT4,Acao,,,
BMEB3,Acao,,,
BMEB4,Acao,,,
BMGB4,Acao,,,
BMIN3,Acao,,,
BMIN4,Acao,,,
BMKS3,Acao,,,
BMOB3,Acao,,,
BNBR3,Acao,,,
BOAS3,Acao,,,
BOBR4,Acao,,,
BPAC11,Acao,,,
BPAC3,Acao,,,
BPAC5,Acao,,,
BPAN4,Acao,,,
BRAP3,Acao,,,
BRAP4,Acao,,,
BRBI11,Acao,,,
BRFS3,Acao,,,
BRGE11,Acao,,,
BRGE12,Acao,,,
BRGE3,Acao,,,
BRGE5,Acao,,,
BRGE6,Acao,,,
BRGE7,Acao,,,
BRGE8,Acao,,,
BRIT3,Acao,,,
BRIV3,Acao,,,
BRIV4,Acao,,,
BRKM3,Acao,,,
BRKM5,Acao,,,
BRKM6,Acao,,,
BRPR3,Acao,,,
BRSR3,Acao,,,
BRSR5,Acao,,,
BRSR6,Acao,,,
BSLI3,Acao,,,
BSLI4,Acao,,,
CALI3,Acao,,,
CAMB3,Acao,,,
CAML3,Acao,,,
CASH3,Acao,,,
CBAV3,Acao,,,
CCRO3,Acao,,,
CEAB3,Acao,,,
CEBR3,Acao,,,
CEBR5,Acao,,,
CEBR6,Acao,,,
CEDO3,Acao,,,
CEDO4,Acao,,,
CEEB3,Acao,,,
CEEB5,Acao,,,
CEED3,Acao,,,
CGAS3,Acao,,,
CGAS5,Acao,,,
CGRA3,Acao,,,
CGRA4,Acao,,,
CIEL3,Acao,,,
CLSA3,Acao,,,
CLSC3,Acao,,,
CLSC4,Acao,,,
CMIG3,Acao,,,
CMIG4,Acao,,,
CMIN3,Acao,,,
COCE5,Acao,,,
COGN3,Acao,,,
CPFE3,Acao,,,
CPLE11,Acao,,,
CPLE3,Acao,,,
CPLE5,Acao,,,
CPLE6,Acao,,,
CRFB3,Acao,,,
CRIV3,Acao,,,
CRIV4,Acao,,,
CRPG3,Acao,,,
CRPG5,Acao,,,
CRPG6,Acao,,,
CSAB3,Acao,,,
CSAB4,Acao,,,
CSAN3,Acao,,,
CSED3,Acao,,,
CSMG3,Acao,,,
CSNA3,Acao,,,
CSRN3,Acao,,,
CSRN5,Acao,,,
CSRN6,Acao,,,
CSUD3,Acao,,,
CTKA4,Acao,,,
CTNM3,Acao,,,
CTNM4,Acao,,,
CTSA3,Acao,,,
CTSA4,Acao,,,
CURY3,Acao,,,
CVCB3,Acao,,,
CXSE3,Acao,,,
CYRE3,Acao,,,
DASA3,Acao,,,
DESK3,Acao,,,
DEXP3,Acao,,,
DEXP4,Acao,,,
DIRR3,Acao,,,
DMVF3,Acao,,,
DOHL3,Acao,,,
DOHL4,Acao,,,
DOTZ3,Acao,,,
DTCY3,Acao,,,
DXCO3,Acao,,,
EALT3,Acao,,,
EALT4,Acao,,,
ECOR3,Acao,,,
EGIE3,Acao,,,
EKTR3,Acao,,,
EKTR4,Acao,,,
ELET3,Acao,,,
ELET5,Acao,,,
ELET6,Acao,,,
ELMD3,Acao,,,
EMAE4,Acao,,,
EMBR3,Acao,,,
ENAT3,Acao,,,
ENBR3,Acao,,,
ENEV3,Acao,,,
ENGI11,Acao,,,
ENGI3,Acao,,,
ENGI4,Acao,,,
ENJU3,Acao,,,
ENMT3,Acao,,,
ENMT4,Acao,,,
EPAR3,Acao,,,
EQMA3B,Acao,,,
EQPA3,Acao,,,
EQPA5,Acao,,,
EQPA6,Acao,,,
EQPA7,Acao,,,
EQTL3,Acao,,,
ESPA3,Acao,,,
ESTR3,Acao,,,
ESTR4,Acao,,,
ETER3,Acao,,,
EUCA3,Acao,,,
EUCA4,Acao,,,
EVEN3,Acao,,,
EZTC3,Acao,,,
FESA3,Acao,,,
FESA4,Acao,,,
FHER3,Acao,,,
FIEI3,Acao,,,
FIQE3,Acao,,,
FLRY3,Acao,,,
FRAS3,Acao,,,
FRIO3,Acao,,,
FRTA3,Acao,,,
GEPA3,Acao,,,
GEPA4,Acao,,,
GFSA3,Acao,,,
GGBR3,Acao,,,
GGBR4,Acao,,,
GGPS3,Acao,,,
GMAT3,Acao,,,
GOAU3,Acao,,,
GOAU4,Acao,,,
GOLL4,Acao,,,
GPIV33,Acao,,,
GRND3,Acao,,,
GSHP3,Acao,,,
GUAR3,Acao,,,
HAGA3,Acao,,,
HAGA4,Acao,,,
HAPV3,Acao,,,
HBOR3,Acao,,,
HBRE3,Acao,,,
HBSA3,Acao,,,
HBTS5,Acao,,,
HETA4,Acao,,,
HOOT4,Acao,,,
HYPE3,Acao,,,
IFCM3,Acao,,,
IGBR3,Acao,,,
IGTI11,Acao,,,
IGTI3,Acao,,,
INEP3,Acao,,,
INEP4,Acao,,,
INTB3,Acao,,,
IRBR3,Acao,,,
ISAE3,Acao,,,
ISAE4,Acao,,,
ITSA3,Acao,,,
ITSA4,Acao,,,
ITUB3,Acao,,,
ITUB4,Acao,,,
JALL3,Acao,,,
JBDU4,Acao,,,
JBSS3,Acao,,,
JFEN3,Acao,,,
JHSF3,Acao,,,
JOPA3,Acao,,,
JPSA3,Acao,,,
JSLG3,Acao,,,
KEPL3,Acao,,,
KLBN11,Acao,,,
KLBN3,Acao,,,
KLBN4,Acao,,,
KRSA3,Acao,,,
LAVV3,Acao,,,
LEVE3,Acao,,,
LIGT3,Acao,,,
LIPR3,Acao,,,
LJQQ3,Acao,,,
LOGG3,Acao,,,
LOGN3,Acao,,,
LPSB3,Acao,,,
LREN3,Acao,,,
LUPA3,Acao,,,
LUXM4,Acao,,,
LVTC3,Acao,,,
LWSA3,Acao,,,
MAPT4,Acao,,,
MATD3,Acao,,,
MBLY3,Acao,,,
MDIA3,Acao,,,
MDNE3,Acao,,,
MEAL3,Acao,,,
MEGA3,Acao,,,
MELK3,Acao,,,
MERC4,Acao,,,
MGEL4,Acao,,,
MGLU3,Acao,,,
MILS3,Acao,,,
MLAS3,Acao,,,
MNDL3,Acao,,,
MNPR3,Acao,,,
MOAR3,Acao,,,
MOVI3,Acao,,,
MRFG3,Acao,,,
MRSA3B,Acao,,,
MRSA3B,Acao,,,
MRSA5B,Acao,,,
MRSA5B,Acao,,,
MRSA6B,Acao,,,
MRSA6B,Acao,,,
MRVE3,Acao,,,
MTRE3,Acao,,,
MTSA4,Acao,,,
MULT3,Acao,,,
MWET3,Acao,,,
MWET4,Acao,,,
MYPK3,Acao,,,
NEOE3,Acao,,,
NEXP3,Acao,,,
NGRD3,Acao,,,
NINJ3,Acao,,,
NORD3,Acao,,,
NTCO3,Acao,,,
NUTR3,Acao,,,
ODPV3,Acao,,,
OFSA3,Acao,,,
OIBR3,Acao,,,
OIBR4,Acao,,,
ONCO3,Acao,,,
OPCT3,Acao,,,
ORVR3,Acao,,,
OSXB3,Acao,,,
PATI3,Acao,,,
PATI4,Acao,,,
PCAR3,Acao,,,
PDGR3,Acao,,,
PDTC3,Acao,,,
PEAB3,Acao,,,
PEAB4,Acao,,,
PETR3,Acao,,,
PETR4,Acao,,,
PETZ3,Acao,,,
PFRM3,Acao,,,
PGMN3,Acao,,,
PINE3,Acao,,,
PINE4,Acao,,,
PLAS3,Acao,,,
PLPL3,Acao,,,
PMAM3,Acao,,,
PNVL3,Acao,,,
POMO3,Acao,,,
POMO4,Acao,,,
PORT3,Acao,,,
POSI3,Acao,,,
PRIO3,Acao,,,
PRNR3,Acao,,,
PSSA3,Acao,,,
PTBL3,Acao,,,
PTNT3,Acao,,,
PTNT4,Acao,,,
QUAL3,Acao,,,
RADL3,Acao,,,
RAIL3,Acao,,,
RAIZ4,Acao,,,
RANI3,Acao,,,
RAPT3,Acao,,,
RAPT4,Acao,,,
RCSL3,Acao,,,
RCSL4,Acao,,,
RDNI3,Acao,,,
RDOR3,Acao,,,
RECV3,Acao,,,
REDE3,Acao,,,
RENT3,Acao,,,
RNEW11,Acao,,,
RNEW3,Acao,,,
RNEW4,Acao,,,
ROMI3,Acao,,,
RPAD3,Acao,,,
RPAD5,Acao,,,
RPAD6,Acao,,,
RPMG3,Acao,,,
RRRP3,Acao,,,
RSID3,Acao,,,
RSUL4,Acao,,,
SANB11,Acao,,,
SANB3,Acao,,,
SANB4,Acao,,,
SAPR11,Acao,,,
SAPR3,Acao,,,
SAPR4,Acao,,,
SBFG3,Acao,,,
SBSP3,Acao,,,
SCAR3,Acao,,,
SEER3,Acao,,,
SEQL3,Acao,,,
SGPS3,Acao,,,
SHOW3,Acao,,,
SHUL4,Acao,,,
SIMH3,Acao,,,
SLCE3,Acao,,,
SLED3,Acao,,,
SLED4,Acao,,,
SMFT3,Acao,,,
SMTO3,Acao,,,
SNSY5,Acao,,,
SOJA3,Acao,,,
SOMA3,Acao,,,
SOND5,Acao,,,
SOND6,Acao,,,
SQIA3,Acao,,,
STBP3,Acao,,,
SUZB3,Acao,,,
SYNE3,Acao,,,
TAEE11,Acao,,,
TAEE3,Acao,,,
TAEE4,Acao,,,
TASA3,Acao,,,
TASA4,Acao,,,
TCSA3,Acao,,,
TECN3,Acao,,,
TEKA4,Acao,,,
TELB3,Acao,,,
TELB4,Acao,,,
TEND3,Acao,,,
TFCO4,Acao,,,
TGMA3,Acao,,,
TIET11,Acao,,,
TIMS3,Acao,,,
TKNO4,Acao,,,
TOTS3,Acao,,,
TPIS3,Acao,,,
TRAD3,Acao,,,
TRIS3,Acao,,,
TTEN3,Acao,,,
TUPY3,Acao,,,
TXRX4,Acao,,,
UCAS3,Acao,,,
UGPA3,Acao,,,
UNIP3,Acao,,,
UNIP5,Acao,,,
UNIP6,Acao,,,
USIM3,Acao,,,
USIM5,Acao,,,
USIM6,Acao,,,
VALE3,Acao,,,
VAMO3,Acao,,,
VBBR3,Acao,,,
VIIA3,Acao,,,
VITT3,Acao,,,
VIVA3,Acao,,,
VIVR3,Acao,,,
VIVT3,Acao,,,
VLID3,Acao,,,
VSTE3,Acao,,,
VULC3,Acao,,,
VVEO3,Acao,,,
WEGE3,Acao,,,
WEST3,Acao,,,
WHRL3,Acao,,,
WHRL4,Acao,,,
WIZS3,Acao,,,
WLMM3,Acao,,,
WLMM4,Acao,,,
YDUQ3,Acao,,,
ZAMP3,Acao,,,
TICKER,Classe,,,
AAZQ11,FII,,,
ABCP11,FII,,,
AFHI11,FII,,,
AGRX11,FII,,,
AIEC11,FII,,,
ALMI11,FII,,,
ALZM11,FII,,,
ALZR11,FII,,,
ANCR11B,FII,,,
APTO11,FII,,,
ARRI11,FII,,,
ARXD11,FII,,,
ASMT11,FII,,,
ASRF11,FII,,,
ATSA11,FII,,,
AZIN11,FII,,,
BARI11,FII,,,
BBFI11B,FII,,,
BBFO11,FII,,,
BBGO11,FII,,,
BBPO11,FII,,,
BBRC11,FII,,,
BCFF11,FII,,,
BCIA11,FII,,,
BCRI11,FII,,,
BDIF11,FII,,,
BICE11,FII,,,
BICR11,FII,,,
BIDB11,FII,,,
BIME11,FII,,,
BLCA11,FII,,,
BLMC11,FII,,,
BLMG11,FII,,,
BLMO11,FII,,,
BLMR11,FII,,,
BLUR11,FII,,,
BMLC11,FII,,,
BNFS11,FII,,,
BPFF11,FII,,,
BPML11,FII,,,
BPRP11,FII,,,
BRCO11,FII,,,
BRCR11,FII,,,
BREV11,FII,,,
BRLA11,FII,,,
BROF11,FII,,,
BTAL11,FII,,,
BTCI11,FII,,,
BTCR11,FII,,,
BTLG11,FII,,,
BTRA11,FII,,,
BTSG11,FII,,,
BTSI11,FII,,,
CACR11,FII,,,
CARE11,FII,,,
CBOP11,FII,,,
CCME11,FII,,,
CCRF11,FII,,,
CDII11,FII,,,
CEOC11,FII,,,
CJCT11,FII,,,
CNES11,FII,,,
CPFF11,FII,,,
CPSH11,FII,,,
CPTI11,FII,,,
CPTR11,FII,,,
CPTS11,FII,,,
CRAA11,FII,,,
CRFF11,FII,,,
CTXT11,FII,,,
CVBI11,FII,,,
CXAG11,FII,,,
CXCE11B,FII,,,
CXCI11,FII,,,
CXCO11,FII,,,
CXRI11,FII,,,
CXTL11,FII,,,
DAMT11B,FII,,,
DCRA11,FII,,,
DEVA11,FII,,,
DPRO11,FII,,,
DRIT11B,FII,,,
DVFF11,FII,,,
EDFO11B,FII,,,
EDGA11,FII,,,
EGAF11,FII,,,
EQIR11,FII,,,
ERPA11,FII,,,
EURO11,FII,,,
EVBI11,FII,,,
FAED11,FII,,,
FAMB11B,FII,,,
FATN11,FII,,,
FCFL11,FII,,,
FGAA11,FII,,,
FIGS11,FII,,,
FIIB11,FII,,,
FIIP11B,FII,,,
FISC11,FII,,,
FLCR11,FII,,,
FLMA11,FII,,,
FLRP11,FII,,,
FMOF11,FII,,,
FPAB11,FII,,,
FPNG11,FII,,,
FVPQ11,FII,,,
FZDA11,FII,,,
GALG11,FII,,,
GAME11,FII,,,
GCRA11,FII,,,
GCRI11,FII,,,
GGRC11,FII,,,
GLOG11,FII,,,
GRWA11,FII,,,
GSFI11,FII,,,
GTLG11,FII,,,
GTWR11,FII,,,
GURB11,FII,,,
HAAA11,FII,,,
HABT11,FII,,,
HBCR11,FII,,,
HBRH11,FII,,,
HCHG11,FII,,,
HCRI11,FII,,,
HCTR11,FII,,,
HFOF11,FII,,,
HGAG11,FII,,,
HGBS11,FII,,,
HGCR11,FII,,,
HGFF11,FII,,,
HGIC11,FII,,,
HGLG11,FII,,,
HGPO11,FII,,,
HGRE11,FII,,,
HGRU11,FII,,,
HLOG11,FII,,,
HOFC11,FII,,,
HOSI11,FII,,,
HPDP11,FII,,,
HRDF11,FII,,,
HREC11,FII,,,
HSAF11,FII,,,
HSLG11,FII,,,
HSML11,FII,,,
HSRE11,FII,,,
HTMX11,FII,,,
HUCG11,FII,,,
HUSC11,FII,,,
HUSI11,FII,,,
IAAG11,FII,,,
IAGR11,FII,,,
IBCR11,FII,,,
IDFI11,FII,,,
IDGR11,FII,,,
IFRA11,FII,,,
IRDM11,FII,,,
IRIM11,FII,,,
ITIP11,FII,,,
ITIT11,FII,,,
JASC11,FII,,,
JBFO11,FII,,,
JCCJ11,FII,,,
JFLL11,FII,,,
JGPX11,FII,,,
JPPA11,FII,,,
JPPC11,FII,,,
JSAF11,FII,,,
JSRE11,FII,,,
JURO11,FII,,,
KCRE11,FII,,,
KEVE11,FII,,,
KFOF11,FII,,,
KISU11,FII,,,
KIVO11,FII,,,
KNCA11,FII,,,
KNCR11,FII,,,
KNHF11,FII,,,
KNHY11,FII,,,
KNIP11,FII,,,
KNRE11,FII,,,
KNRI11,FII,,,
KNSC11,FII,,,
LASC11,FII,,,
LFTT11,FII,,,
LGCP11,FII,,,
LIFE11,FII,,,
LPLP11,FII,,,
LSAG11,FII,,,
LSPA11,FII,,,
LUGG11,FII,,,
LVBI11,FII,,,
MALL11,FII,,,
MANA11,FII,,,
MATV11,FII,,,
MAXR11,FII,,,
MCCI11,FII,,,
MCHF11,FII,,,
MCRE11,FII,,,
MFAI11,FII,,,
MFCR11,FII,,,
MFII11,FII,,,
MGCR11,FII,,,
MGFF11,FII,,,
MGHT11,FII,,,
MORC11,FII,,,
MORE11,FII,,,
MXRF11,FII,,,
NAVT11,FII,,,
NCHB11,FII,,,
NCRA11,FII,,,
NCRI11,FII,,,
NEWL11,FII,,,
NEWU11,FII,,,
NSLU11,FII,,,
NVHO11,FII,,,
OCRE11,FII,,,
OGHY11,FII,,,
OIAG11,FII,,,
ONEF11,FII,,,
OUFF11,FII,,,
OUJP11,FII,,,
OULG11,FII,,,
OURE11,FII,,,
PATC11,FII,,,
PATL11,FII,,,
PEMA11,FII,,,
PLCA11,FII,,,
PLCR11,FII,,,
PLRI11,FII,,,
PNCR11,FII,,,
PNDL11,FII,,,
PNRC11,FII,,,
PORD11,FII,,,
PQAG11,FII,,,
PQDP11,FII,,,
PRSN11B,FII,,,
PRSV11,FII,,,
PVBI11,FII,,,
QAGR11,FII,,,
QAMI11,FII,,,
RBCO11,FII,,,
RBDS11,FII,,,
RBED11,FII,,,
RBFF11,FII,,,
RBHG11,FII,,,
RBHY11,FII,,,
RBIR11,FII,,,
RBLG11,FII,,,
RBOP11,FII,,,
RBRD11,FII,,,
RBRF11,FII,,,
RBRL11,FII,,,
RBRP11,FII,,,
RBRR11,FII,,,
RBRS11,FII,,,
RBRX11,FII,,,
RBRY11,FII,,,
RBTS11,FII,,,
RBVA11,FII,,,
RBVO11,FII,,,
RCFF11,FII,,,
RCRB11,FII,,,
RECR11,FII,,,
RECT11,FII,,,
RECX11,FII,,,
REIT11,FII,,,
RELG11,FII,,,
RFOF11,FII,,,
RINV11,FII,,,
RMAI11,FII,,,
RNDP11,FII,,,
RNGO11,FII,,,
ROOF11,FII,,,
RPRI11,FII,,,
RRCI11,FII,,,
RURA11,FII,,,
RVBI11,FII,,,
RZAG11,FII,,,
RZAK11,FII,,,
RZAT11,FII,,,
RZTR11,FII,,,
SADI11,FII,,,
SAIC11B,FII,,,
SARE11,FII,,,
SCPF11,FII,,,
SEED11,FII,,,
SEQR11,FII,,,
SHOP11,FII,,,
SHPH11,FII,,,
SIGR11,FII,,,
SNAG11,FII,,,
SNCI11,FII,,,
SNFF11,FII,,,
SNLG11,FII,,,
SPMO11,FII,,,
SPTW11,FII,,,
SPXS11,FII,,,
SRVD11,FII,,,
TEPP11,FII,,,
TGAR11,FII,,,
TJKB11,FII,,,
TMPS11,FII,,,
TORD11,FII,,,
TRBL11,FII,,,
TRNT11,FII,,,
TRXB11,FII,,,
TRXF11,FII,,,
TSER11,FII,,,
URPR11,FII,,,
VCJR11,FII,,,
VCRA11,FII,,,
VCRI11,FII,,,
VCRR11,FII,,,
VGHF11,FII,,,
VGIA11,FII,,,
VGIP11,FII,,,
VGIR11,FII,,,
VIFI11,FII,,,
VILG11,FII,,,
VINO11,FII,,,
VISC11,FII,,,
VIUR11,FII,,,
VOTS11,FII,,,
VRTA11,FII,,,
VSHO11,FII,,,
VSLH11,FII,,,
VTLT11,FII,,,
VVCR11,FII,,,
VVRI11,FII,,,
VXXV11,FII,,,
WHGR11,FII,,,
WPLZ11,FII,,,
WSEC11,FII,,,
WTSP11B,FII,,,
XPCA11,FII,,,
XPCI11,FII,,,
XPCM11,FII,,,
XPHT11,FII,,,
XPIN11,FII,,,
XPLG11,FII,,,
XPML11,FII,,,
XPPR11,FII,,,
XPSF11,FII,,,
YUFI11,FII,,,
ZAVI11,FII,,,
ZIFI11,FII,,,
MCHY11,FII,,,
GARE11,FII,,,
COCE3,Acao,,,
TRPL4,Acao,,,
